Gold	Predictions	Probabilities	Filename
Belgium	['Belgium', 'Netherlands', 'Luxembourg', 'Suriname', 'Italy']	[0.9659407138824463, 0.03405923396348953, 2.8535805662865954e-11, 4.7311656689313356e-24, 1.9084226557100528e-25]	EeldreZ9NGGY5atwSE14vw
Belgium	['Netherlands', 'Belgium', 'Germany', 'Suriname', 'Tanzania']	[1.0, 1.978611657713208e-16, 1.1834375831413434e-36, 3.3491033297363128e-43, 0.0]	go59eBlGn4VKbtAuAdwktZ
Belgium	['Belgium', 'Netherlands', 'Denmark', 'Suriname', 'Ecuador']	[1.0, 1.0491136431811654e-10, 2.3945957974961577e-23, 5.70906749467676e-34, 0.0]	1wl0T5OPtwdSGZFlsSPchg
Belgium	"['France', 'Belgium', 'Luxembourg', 'Democratic Republic of the Congo', ""Côte d'Ivoire""]"	[0.7011890411376953, 0.2988109886646271, 6.402555655745162e-20, 3.6933437702694757e-31, 1.7085373022651496e-34]	175B3v255I0JgsevukycSw
Belgium	['Netherlands', 'Belgium', 'Denmark', 'Haiti', 'Ecuador']	[1.0, 8.387295198641898e-12, 2.802596928649634e-45, 0.0, 0.0]	8azFCAErp9W0X3WN3BzP_g
Belgium	['Belgium', 'France', 'Luxembourg', 'Netherlands', 'Ecuador']	[1.0, 2.693716037971596e-41, 7.006492321624085e-45, 0.0, 0.0]	UTPVKDc7jpTdxHZaMege0A
Belgium	['Belgium', 'Netherlands', 'Sweden', 'Haiti', 'Ecuador']	[1.0, 0.0, 0.0, 0.0, 0.0]	WIafUoe5FJ9IDswvWOVVEg
Belgium	['Netherlands', 'Belgium', 'Suriname', 'France', 'Denmark']	[0.9999992847442627, 7.54715813400253e-07, 2.6576274233161077e-33, 1.517606236863777e-41, 1.401298464324817e-45]	Av2fwjhNv7eeKhCdR4BA0w
Belgium	['Netherlands', 'Belgium', 'France', 'Suriname', 'Luxembourg']	[0.9990479350090027, 0.0009519993327558041, 6.87040595477927e-32, 2.9457510069362354e-33, 4.657868814484467e-34]	Acx3sqk-bjV2u7C4ug6JgJ
Belgium	['Belgium', 'France', 'Haiti', 'Netherlands', 'Ecuador']	[1.0, 2.3320917755493888e-26, 0.0, 0.0, 0.0]	2BGlGDyES88qU7wcDWlPIk
Belgium	['Netherlands', 'Belgium', 'Luxembourg', 'Suriname', 'France']	[0.9999995231628418, 4.2686008328018943e-07, 8.78776250458718e-34, 1.0716978193883282e-37, 5.7873626576614945e-43]	URYSKZfi2jYBvuy83gb2zo
Belgium	['Netherlands', 'Germany', 'Belgium', 'Luxembourg', 'Poland']	[0.9999889135360718, 1.1059259122703224e-05, 2.6304663742343637e-12, 2.0704322791268402e-14, 2.474806858794668e-23]	fhJhTdN1GkObEcSdE2NOXQ
Belgium	['Belgium', 'Netherlands', 'France', 'Haiti', 'Ecuador']	[1.0, 7.649170870363539e-34, 1.3662660027166966e-42, 0.0, 0.0]	VSMuc72Au0z5GCfIUj0K-g
Belgium	['Netherlands', 'Belgium', 'Suriname', 'Luxembourg', 'Ecuador']	[1.0, 8.558407316172634e-10, 4.380472351499562e-32, 1.5964741484219918e-35, 0.0]	1XVb-4ukPx3brdREXFSmjA
Belgium	['Belgium', 'Netherlands', 'Haiti', 'Sweden', 'Ecuador']	[1.0, 2.5814757079863484e-36, 0.0, 0.0, 0.0]	rdmE5whWuLcPsjyEgJ2kMQ
Belgium	['Belgium', 'Luxembourg', 'Denmark', 'Norway', 'Netherlands']	[1.0, 4.821530325043498e-19, 1.7870520990624445e-28, 9.70749511161017e-40, 1.0957173082095042e-40]	EmR4yk4s3FfTtGCjgbMfag
Belgium	['Belgium', 'Netherlands', 'Luxembourg', 'Germany', 'Haiti']	[0.9999146461486816, 8.538492693332955e-05, 1.5827660549354952e-37, 4.395312763201221e-41, 0.0]	UwMDl2fXDluhfz694NwkTQ
Belgium	['Belgium', 'Netherlands', 'Luxembourg', 'Germany', 'Ireland']	[1.0, 1.8863155395315578e-13, 6.213639809921965e-17, 8.532633254765749e-30, 6.607003484615939e-30]	lRLl4SpSeNlXLU6EexwTig
Belgium	['Belgium', 'Luxembourg', 'Malta', 'Algeria', 'Netherlands']	[0.9999997615814209, 2.0196704042518832e-07, 1.6864946473540046e-21, 8.598042392783685e-23, 2.7216511784705022e-24]	hoEN1OeHF2jrB4VhSvi-Bw
Belgium	['Belgium', 'Netherlands', 'Sweden', 'Haiti', 'Ecuador']	[1.0, 0.0, 0.0, 0.0, 0.0]	YD6K1mldw3xleEPGf594Cw
Belgium	['Belgium', 'Netherlands', 'Luxembourg', 'Suriname', 'Ecuador']	[1.0, 7.633111796151005e-26, 8.325452515023275e-35, 8.183583031656932e-43, 0.0]	2q6-4PKWC-gKdvv18bdOzd
Belgium	['Belgium', 'Netherlands', 'Suriname', 'Germany', 'Denmark']	[0.9947928786277771, 0.005207146983593702, 3.48076544781762e-28, 8.01605284525553e-36, 3.707093048417374e-40]	lWinMo-X2pP-clhEW__BGV
Belgium	['Ireland', 'Belgium', 'Netherlands', 'United Kingdom', 'Denmark']	[1.0, 1.5988721457915744e-09, 1.9908678872138097e-10, 6.339993684815853e-23, 2.4856910827016863e-27]	-qX7OXeuKwdAHTqYZa1Siw
Belgium	['Belgium', 'Luxembourg', 'France', 'Portugal', 'Germany']	[1.0, 2.53719516965711e-18, 4.891350314103626e-20, 1.5989067272222543e-34, 1.126643965317153e-42]	YrQL1xUMmYdjfT8UBHO7Kw
Belgium	['Luxembourg', 'Belgium', 'Germany', 'United Kingdom', 'Switzerland']	[0.9998047947883606, 0.00019523581431712955, 5.1313337628751e-19, 4.0488265351635054e-19, 1.530593215236654e-21]	dHwk5E-6TH6qjzl_5CA4AQ
Belgium	['Belgium', 'Netherlands', 'Denmark', 'United Kingdom', 'France']	[1.0, 2.201762128737142e-13, 9.791913869267444e-19, 4.509042096434857e-22, 2.596108313179358e-38]	vrwXXflKvqzmUzB0NFZ7OQ
Belgium	['Belgium', 'Netherlands', 'Suriname', 'Sweden', 'Haiti']	[1.0, 1.4295482716476528e-27, 2.0318827732709848e-43, 0.0, 0.0]	jrJt7qYKL0pJV487VUuruA
Belgium	['Belgium', 'Netherlands', 'Sweden', 'Haiti', 'Ecuador']	[1.0, 0.0, 0.0, 0.0, 0.0]	zSYcMnbzPxAyECwQDQNVYA
Belgium	['Belgium', 'Netherlands', 'Suriname', 'Luxembourg', 'Ecuador']	[1.0, 9.14354592370577e-20, 5.839558222860665e-39, 3.2229864679470793e-44, 0.0]	DztkTTBD-B4KmkkgmrKSCg
Belgium	['Belgium', 'Netherlands', 'Luxembourg', 'Suriname', 'France']	[1.0, 3.257312680841697e-26, 1.0444472726200507e-37, 2.92459957814761e-39, 1.8861477329812038e-42]	aoX0qAcYdE4mphZMcce3tB
Belgium	['Belgium', 'Netherlands', 'Suriname', 'Sweden', 'Haiti']	[1.0, 7.035223842527551e-19, 2.154361034435637e-30, 0.0, 0.0]	wwjqZWOBcegP0m1nKf09A_
Belgium	['Netherlands', 'Belgium', 'Denmark', 'France', 'Uruguay']	[1.0, 4.9890948712822195e-14, 6.457854876892834e-19, 2.4891049830773114e-36, 1.659620056214023e-36]	YLs80XHeFyvq9mkTYnTxDQ
Belgium	['Denmark', 'Belgium', 'Luxembourg', 'Netherlands', 'Germany']	[0.9998501539230347, 0.00014979981642682105, 2.369565932358597e-10, 3.9442622778995684e-11, 1.9939859134251298e-21]	n9VrVDkp-ozjB1WsQdYnNA
Belgium	['Belgium', 'Netherlands', 'Luxembourg', 'Germany', 'Denmark']	[1.0, 9.93489734923969e-10, 1.2118607443750019e-24, 2.2857896319697284e-34, 1.5431740483841546e-38]	4_AcKhCV4QGwF6fl2hqmnQ
Belgium	['Belgium', 'Netherlands', 'Sweden', 'Haiti', 'Ecuador']	[1.0, 0.0, 0.0, 0.0, 0.0]	yJVpeEDQJ5yLq8NgguyeXQ
Belgium	['France', 'Luxembourg', 'Belgium', 'Germany', 'Ireland']	[0.9996140599250793, 0.00038586012669838965, 1.0282420248586277e-07, 2.889524828176421e-14, 9.251303379032125e-16]	X-eDByZzmPR-0horoNKhbw
Belgium	['Belgium', 'Luxembourg', 'Hungary', 'Lithuania', 'Germany']	[0.9999945163726807, 5.488981059897924e-06, 3.649592406557294e-29, 2.256046410651559e-34, 8.596324283936092e-38]	86_US1ZiXHW8yb1Fdbb8gg
Belgium	['Belgium', 'Netherlands', 'Luxembourg', 'Suriname', 'Ecuador']	[0.9935998916625977, 0.006400148384273052, 1.1410590666609942e-31, 2.4674958038454106e-33, 0.0]	9tyaK3oVdY4StSWp6vq_qA
Belgium	['Belgium', 'Netherlands', 'Haiti', 'Sweden', 'Ecuador']	[1.0, 3.3961869581376267e-41, 0.0, 0.0, 0.0]	UTaFmUuOXyugSsu_jL0_tg
France	"['France', 'Luxembourg', 'Belgium', 'Switzerland', ""Côte d'Ivoire""]"	[1.0, 1.1409578777461233e-19, 4.886769817215817e-32, 2.748367781182415e-34, 2.350411927196659e-39]	D-ok8lH40Ld_awV77v1tYQ
France	['France', 'Luxembourg', 'Algeria', 'Switzerland', 'Belgium']	[1.0, 4.389368986834556e-18, 8.33915620775997e-34, 8.031715532618238e-35, 3.609391044264456e-37]	2Bcht63kqqwe9-8ouV4vhA
France	['France', 'Croatia', 'Portugal', 'Italy', 'Spain']	[1.0, 2.1566079542838235e-13, 2.6311987145034153e-19, 3.524075368398597e-20, 1.6089369378540059e-24]	lv0rt4_Z13I-SMEoUMXzKg
France	['France', 'Luxembourg', 'Belgium', 'Germany', 'Switzerland']	[0.999667763710022, 0.00033229493419639766, 1.3092297912464801e-08, 6.615362618901204e-33, 9.131760135684524e-35]	iOq7cJLawcBTc7j1gY_wMA
France	['France', 'Belgium', 'Luxembourg', 'Netherlands', 'Ecuador']	[1.0, 4.350185067196412e-38, 9.80908925027372e-45, 0.0, 0.0]	BEY2va2Qa01VI4WJdUDy4A
France	['Ireland', 'Belgium', 'Denmark', 'Estonia', 'United Kingdom']	[1.0, 5.202450092458989e-34, 1.3726860572361947e-36, 4.99495864413264e-37, 2.2743466439561792e-39]	z8Fh6Ktpi2E7g8ClQKM86w
France	['Dominica', 'Saint Lucia', 'Trinidad and Tobago', 'Barbados', 'Suriname']	[0.7822929620742798, 0.21747368574142456, 0.0002332890435354784, 5.033965431999743e-12, 2.8979461991446125e-15]	z2rrJtQBjprIt7vHWeRxXQ
France	['France', 'Luxembourg', 'Belgium', 'Haiti', 'Netherlands']	[1.0, 2.4522112548778515e-33, 6.6841936748293774e-43, 0.0, 0.0]	J2_uzycMg6cGVzYsj1WScg
France	['Panama', 'Dominica', 'Suriname', 'Guyana', 'Trinidad and Tobago']	[0.9998121857643127, 0.00014167948393151164, 2.7877918910235167e-05, 1.4858355825708713e-05, 3.4073566439474234e-06]	rZaexEdGFDuUwckPysojWA
France	['France', 'Netherlands', 'Sweden', 'Haiti', 'Ecuador']	[1.0, 0.0, 0.0, 0.0, 0.0]	4AOj4cQSvFDq00YpsOVw3g
France	"['France', 'Suriname', 'Comoros', 'Barbados', ""Côte d'Ivoire""]"	[1.0, 6.4861412872913655e-21, 9.97752585588082e-22, 7.421153113898281e-28, 2.5776287671226623e-28]	28NfA19lGGVWOP8yJ5jIOg
France	['Comoros', 'Saint Lucia', 'Trinidad and Tobago', 'Panama', 'Barbados']	[0.9999973773956299, 2.6296338546671905e-06, 5.6724410057995556e-08, 3.2058522503319864e-10, 2.3014906647134126e-10]	6pNCs4ame5jVIe4JXzw50g
France	['Switzerland', 'Austria', 'Germany', 'France', 'Luxembourg']	[0.9067435264587402, 0.09325651824474335, 1.9653421945431404e-10, 1.8778362569207624e-15, 6.87121398618814e-18]	jyq9Tq3-cUJ9Wvtd40YMgA
France	['France', 'Luxembourg', 'United Kingdom', 'Belgium', 'Ireland']	[0.9998465776443481, 0.00015344061830546707, 4.225405643349704e-23, 1.6110643763077304e-27, 2.016072728680043e-31]	jN9i2mjseJ580DSrDHAraA
France	['Saint Lucia', 'Dominica', 'Comoros', 'Algeria', 'Barbados']	[0.9999650716781616, 3.494328848319128e-05, 2.2854114434256445e-13, 2.7060718490095953e-15, 1.981254744615776e-15]	V2jWb0uPt-_nlzY_SXcj5A
France	['Italy', 'France', 'Croatia', 'Algeria', 'Haiti']	[1.0, 2.9029359504404957e-24, 1.0007401008944968e-39, 3.8214810420602086e-41, 0.0]	Hk2nYUNSM7oZ9AEtPYAbfw
France	['Luxembourg', 'Hungary', 'Romania', 'Uruguay', 'Serbia']	[0.5206927061080933, 0.2825174331665039, 0.09959148615598679, 0.08692358434200287, 0.009791920892894268]	IUqvIZjPmsv_jwPl71Gp_g
France	['Israel', 'Cyprus', 'Bahrain', 'United Arab Emirates', 'Malta']	[1.0, 3.2552311068911877e-08, 6.072689906488904e-09, 5.873308051492689e-19, 1.1379017200325526e-20]	WiDNShF98ufxUVHeE7XbhA
France	['France', 'Croatia', 'Italy', 'North Macedonia', 'Luxembourg']	[1.0, 3.7030915072574774e-26, 7.218752898996749e-27, 7.677714286035673e-42, 1.9057659114817512e-42]	5vnPcEwj5fCxr_Kn2G-eaA
France	"['France', 'Algeria', 'Luxembourg', 'Belgium', ""Côte d'Ivoire""]"	[1.0, 3.78295830056656e-28, 2.1881304667440077e-36, 1.016716304686264e-39, 7.370829922348538e-43]	XNbYdr_buXMI7oRA5E7PIQ
France	['Spain', 'Italy', 'Cyprus', 'France', 'Croatia']	[1.0, 1.0056028926230809e-10, 2.1905028247011515e-13, 1.6644754337709821e-15, 7.771325458988743e-17]	dVQcCwad_7xL-AwRKfGOhA
France	['Belgium', 'Poland', 'Italy', 'Croatia', 'France']	[1.0, 2.4673865936214836e-16, 5.25133770109957e-20, 1.8855022666101156e-21, 9.03266890572093e-22]	AGG2NSmNZ2CMRjxRQxtfxA
